incident_id,incident_name,organisation,org_type,sector,country,incident_type,attack_vector,threat_actor,threat_actor_type,supply_chain,downstream_orgs_affected,date_occurred,date_discovered,date_disclosed,dwell_time_days,detection_method,records_affected,data_types_exposed,ransom_demanded_usd,ransom_paid,downtime_days,estimated_cost_usd,regulator_notified,severity,is_synthetic,source,notes
SYN-01175,Business email compromise at New Cole Council,New Cole Council,public,Local government,CA,Business email compromise,MFA fatigue,Unattributed,Insider,False,,2023-12-30,2024-02-22,2024-03-12,54,Internal detection,,not_applicable,,not_applicable,5,303232,unknown,medium,True,synthetic (Faker),
SYN-00361,Ransomware at Carpenter-Best,Carpenter-Best,vendor,Software,GB,Ransomware,Phishing,Unattributed,Ransomware crew,True,334,2024-02-22,2024-02-24,2024-03-03,2,Law enforcement notification,11210,bank_details|email|employment|name,165423,no,35,4350207,no,critical,True,synthetic (Faker),
SYN-00070,Data breach at Powell PLC,Powell PLC,vendor,Software,IN,Data breach,Phishing,PaleHydra,Ransomware crew,True,1035,2024-02-11,2024-02-25,2024-03-07,14,Third-party notification,21741,bank_details|credit_card|email|name|phone|postal_address,,not_applicable,2,2800096,yes,high,True,synthetic (Faker),
SYN-00624,"Unauthorised access at Madden, Dickson and Jacobson","Madden, Dickson and Jacobson",private,Logistics,US,Unauthorised access,Help-desk social engineering,NineSpindle,Ransomware crew,False,,2024-01-19,2024-02-26,2024-02-29,38,Third-party notification,16259,email|name|passport|phone|postal_address,,not_applicable,0,2166407,yes,medium,True,synthetic (Faker),
SYN-01146,Ransomware at Singhton Council,Singhton Council,public,Local government,GB,Ransomware,Compromised credentials,AmberBastion,Ransomware crew,False,,2024-02-26,2024-02-26,2024-03-03,0,Third-party notification,21307,bank_details|email|internal_email|name|passport|postal_address,1871124,no,77,5633095,yes,high,True,synthetic (Faker),
SYN-01012,Unauthorised access at Webb PLC,Webb PLC,private,Financial services,GB,Unauthorised access,Compromised credentials,Unattributed,Financially motivated,False,,2023-12-22,2024-02-29,2024-03-05,69,Internal detection,311972,bank_details|email|employment|internal_email|name|phone,,not_applicable,0,40458061,yes,medium,True,synthetic (Faker),
SYN-01221,Business email compromise at Pratt-Henry,Pratt-Henry,private,Retail,US,Business email compromise,Compromised credentials,Unattributed,Financially motivated,False,,2024-01-23,2024-02-29,2024-03-03,37,Third-party notification,255445,email|safeguarding_notes,,not_applicable,1,22299751,yes,medium,True,synthetic (Faker),
SYN-00030,"Ransomware at Walker, Taylor and Burns","Walker, Taylor and Burns",private,Retail,NL,Ransomware,Help-desk social engineering,NineSpindle,Ransomware crew,False,,2024-02-26,2024-03-01,2024-03-06,4,Law enforcement notification,54861,bank_details|credentials|internal_email|passport|phone|postal_address,70064,no,31,3915438,yes,high,True,synthetic (Faker),
SYN-00232,"Data breach at Adams, Smith and Barber","Adams, Smith and Barber",private,Financial services,GB,Data breach,Third-party supplier access,Unattributed,Financially motivated,True,3,2024-02-09,2024-03-02,2024-03-19,22,Internal detection,1054515,donation_history|email|name|passport|phone|postal_address,,not_applicable,1,52072906,yes,high,True,synthetic (Faker),
SYN-00455,"Ransomware at Gould, O'Brien and Stanley","Gould, O'Brien and Stanley",vendor,Cloud/SaaS,IN,Ransomware,Help-desk social engineering,CobaltFinch,Ransomware crew,True,10950,2024-02-26,2024-03-03,2024-03-13,6,Internal detection,20055,bank_details|donation_history|phone|postal_address|safeguarding_notes|ssn_or_ni_number,5579032,no,61,4759921,yes,critical,True,synthetic (Faker),
SYN-01566,Insider incident at Hunt-Harrison,Hunt-Harrison,private,Legal/Professional,GB,Insider incident,Malicious insider,Unattributed,Insider,False,,2023-09-24,2024-03-03,2024-03-07,161,Law enforcement notification,607,credentials|credit_card|email|employment|name,,not_applicable,0,,yes,low,True,synthetic (Faker),
SYN-00904,Data breach at Stone-Stark,Stone-Stark,vendor,Software,FR,Data breach,Compromised credentials,AmberBastion,Nation state,True,433,2024-02-15,2024-03-04,2024-03-06,18,Internal detection,186455,credit_card|date_of_birth|email|name|passport|phone,,not_applicable,0,15527433,yes,medium,True,synthetic (Faker),
SYN-01313,Ransomware at Wright Group,Wright Group,vendor,Software,IN,Ransomware,Compromised credentials,TinCathedral,Ransomware crew,False,,2024-03-05,2024-03-05,2024-03-08,0,Internal detection,1022877,credit_card|health|name|phone|postal_address|ssn_or_ni_number,78196,no,7,40366338,unknown,high,True,synthetic (Faker),
SYN-00935,Ransomware at Hospice Fund,Hospice Fund,nonprofit,Charity/Nonprofit,SG,Ransomware,Unpatched vulnerability,VelvetSiphon,Ransomware crew,False,,2024-02-29,2024-03-06,2024-04-11,6,Third-party notification,17361,donation_history|health|internal_email,948778,yes,6,849598,yes,high,True,synthetic (Faker),
SYN-01005,Unauthorised access at Hospice Society,Hospice Society,nonprofit,Charity/Nonprofit,GB,Unauthorised access,Compromised credentials,HollowLantern,Ransomware crew,False,,2024-01-26,2024-03-07,2024-03-10,41,Customer report,32153,credentials|donation_history|email|postal_address|ssn_or_ni_number,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-01082,Ransomware at Bowers LLC,Bowers LLC,private,Healthcare,GB,Ransomware,Exposed RDP/VPN,ObsidianKoi,Ransomware crew,False,,2024-02-19,2024-03-08,2024-03-11,18,Customer report,48279,email|health|name|phone,1499836,yes,2,1530887,yes,medium,True,synthetic (Faker),
SYN-00113,Unauthorised access at Refuge Appeal,Refuge Appeal,nonprofit,Charity/Nonprofit,GB,Unauthorised access,Help-desk social engineering,Unattributed,Financially motivated,False,,2024-02-14,2024-03-10,2024-03-11,25,Third-party notification,40998,donation_history|employment|name|phone|safeguarding_notes,,not_applicable,1,3335406,yes,medium,True,synthetic (Faker),
SYN-00854,Ransomware at Mann PLC,Mann PLC,private,Retail,DE,Ransomware,Third-party supplier access,PaleHydra,Ransomware crew,True,40,2024-03-08,2024-03-10,2024-03-14,2,Third-party notification,154737,donation_history|email|phone,1046685,no,2,26403104,yes,medium,True,synthetic (Faker),
SYN-00444,Ransomware at Roach Group,Roach Group,vendor,Software,DE,Ransomware,Unpatched vulnerability,ObsidianKoi,Ransomware crew,True,4,2024-03-10,2024-03-13,2024-03-20,3,Third-party notification,957081,credit_card|donation_history|email|internal_email|name|phone|postal_address,20493,no,14,30486259,no,high,True,synthetic (Faker),
SYN-01729,Data breach at Wellbeing Alliance,Wellbeing Alliance,nonprofit,Charity/Nonprofit,NL,Data breach,Insecure API endpoint,Unattributed,Unknown,False,,2024-02-22,2024-03-14,2024-03-22,21,Third-party notification,33409,donation_history|email|health|name|passport|postal_address|safeguarding_notes|ssn_or_ni_number,,not_applicable,2,,yes,medium,True,synthetic (Faker),
SYN-01428,Business email compromise at Gibbons-Thomas,Gibbons-Thomas,private,Retail,US,Business email compromise,Phishing,Unattributed,Nation state,False,,2024-01-25,2024-03-16,2024-04-11,51,Third-party notification,,not_applicable,,not_applicable,0,80743,unknown,medium,True,synthetic (Faker),
SYN-00105,Ransomware at Lantern Trust,Lantern Trust,nonprofit,Charity/Nonprofit,US,Ransomware,Compromised credentials,ObsidianKoi,Ransomware crew,False,,2024-03-16,2024-03-19,2024-03-22,3,Internal detection,56918,email|employment|name|passport|phone|postal_address,1967174,no,6,3469669,yes,medium,True,synthetic (Faker),
SYN-00856,Supply chain compromise at Gross-Phillips,Gross-Phillips,private,Financial services,GB,Supply chain compromise,Third-party supplier access,HollowLantern,Ransomware crew,True,216,2024-01-25,2024-03-22,2024-03-26,57,Routine audit,1641677,email|health|name|postal_address,,not_applicable,0,208122549,yes,high,True,synthetic (Faker),
SYN-01797,Ransomware at Davies Inc,Davies Inc,private,Healthcare,US,Ransomware,Phishing,DimStag,Ransomware crew,False,,2024-03-16,2024-03-22,2024-04-04,6,Security vendor / MDR,367415,email|health|name|safeguarding_notes,121745,no,8,57168648,yes,high,True,synthetic (Faker),
SYN-00753,Business email compromise at Wright Ltd,Wright Ltd,vendor,Nonprofit technology,GB,Business email compromise,Phishing,PaleHydra,Ransomware crew,True,87,2024-01-27,2024-03-25,2024-03-28,58,Third-party notification,,not_applicable,,not_applicable,2,199219,no,medium,True,synthetic (Faker),
SYN-01516,"Ransomware at Kelly, Cook and Gonzalez","Kelly, Cook and Gonzalez",private,Legal/Professional,US,Ransomware,Compromised credentials,SlateWarden,Ransomware crew,False,,2024-03-23,2024-03-26,2024-04-03,3,Internal detection,2871,email|phone,39584,yes,2,,yes,low,True,synthetic (Faker),
SYN-01761,Ransomware at Dyer LLC,Dyer LLC,vendor,Nonprofit technology,US,Ransomware,Compromised credentials,RustVulture,Ransomware crew,True,544,2024-03-27,2024-03-28,2024-04-02,1,Third-party notification,1025790,credentials|donation_history|passport|phone|postal_address,1351538,no,151,117549988,yes,critical,True,synthetic (Faker),
SYN-00333,Unauthorised access at West Angelachester Council,West Angelachester Council,public,Local government,GB,Unauthorised access,Exposed RDP/VPN,Unattributed,Nation state,False,,2024-03-13,2024-03-29,2024-04-08,16,Security vendor / MDR,167685,donation_history|internal_email|name,182591,no,1,4542856,yes,medium,True,synthetic (Faker),
SYN-01549,"Ransomware at Cooper, Bennett and Gray","Cooper, Bennett and Gray",vendor,Nonprofit technology,US,Ransomware,Exposed RDP/VPN,HollowLantern,Ransomware crew,True,602,2024-03-26,2024-03-29,2024-05-01,3,Security vendor / MDR,52239541,credentials|donation_history|health|name|phone|safeguarding_notes,620014,no,5,1991182597,yes,high,True,synthetic (Faker),
SYN-00688,Ransomware at Yatesburgh Council,Yatesburgh Council,public,Local government,US,Ransomware,Help-desk social engineering,AmberBastion,Ransomware crew,False,,2024-03-25,2024-03-31,2024-04-18,6,Routine audit,216687,date_of_birth|employment|internal_email|name|phone|postal_address|safeguarding_notes,94488,no,18,31459828,yes,high,True,synthetic (Faker),
SYN-01149,Ransomware at Refuge Aid,Refuge Aid,nonprofit,Charity/Nonprofit,GB,Ransomware,Compromised credentials,IronMagpie,Ransomware crew,False,,2024-03-27,2024-04-05,2024-04-14,9,Security vendor / MDR,9037,date_of_birth|donation_history|email|employment|name|phone|postal_address|ssn_or_ni_number,539295,no,41,576394,yes,high,True,synthetic (Faker),
SYN-00409,Ransomware at Beck Inc,Beck Inc,private,Healthcare,GB,Ransomware,Exposed RDP/VPN,PaleHydra,Ransomware crew,False,,2024-04-04,2024-04-06,2024-04-07,2,Security vendor / MDR,767,donation_history|health,107934,no,14,,yes,medium,True,synthetic (Faker),
SYN-00493,Unauthorised access at Stone-Hernandez,Stone-Hernandez,private,Hospitality,AU,Unauthorised access,MFA fatigue,DimStag,Ransomware crew,False,,2023-01-21,2024-04-07,2024-04-13,442,Third-party notification,45931,credentials|employment|health|internal_email|passport|safeguarding_notes,762132,undisclosed,0,5035268,yes,medium,True,synthetic (Faker),
SYN-01414,"Ransomware at Begum, Bell and Stephens","Begum, Bell and Stephens",private,Healthcare,GB,Ransomware,Compromised credentials,DimStag,Ransomware crew,False,,2024-04-06,2024-04-11,2024-04-25,5,Customer report,113731,credentials|credit_card|donation_history|email|employment|health|name|phone,2424779,no,5,,yes,medium,True,synthetic (Faker),
SYN-00898,Unauthorised access at East Alex Council,East Alex Council,public,Education,GB,Unauthorised access,MFA fatigue,TinCathedral,Nation state,False,,2024-02-04,2024-04-13,2024-04-26,69,Customer report,2489,bank_details|date_of_birth|email|employment|health|postal_address,,not_applicable,17,1545484,yes,medium,True,synthetic (Faker),
SYN-01167,Ransomware at Patterson Group,Patterson Group,private,Financial services,GB,Ransomware,Compromised credentials,NineSpindle,Ransomware crew,False,,2024-04-11,2024-04-14,2024-04-17,3,Public leak / dark web,7509,bank_details|internal_email|phone|postal_address|safeguarding_notes,312161,no,1,,yes,medium,True,synthetic (Faker),
SYN-01876,DDoS at Literacy Alliance,Literacy Alliance,nonprofit,Charity/Nonprofit,IN,DDoS,Volumetric flood,Unattributed,Financially motivated,False,,2024-04-14,2024-04-14,2024-05-13,0,Third-party notification,499,bank_details|credit_card|donation_history|passport|postal_address,,not_applicable,2,177976,yes,medium,True,synthetic (Faker),
SYN-00563,Unauthorised access at Wellbeing Trust,Wellbeing Trust,nonprofit,Charity/Nonprofit,AU,Unauthorised access,MFA fatigue,NineSpindle,Ransomware crew,False,,2024-03-07,2024-04-17,2024-04-18,41,Security vendor / MDR,4965,email|phone,422273,no,0,401143,yes,low,True,synthetic (Faker),
SYN-01814,Business email compromise at Wilkins Group,Wilkins Group,vendor,Cloud/SaaS,GB,Business email compromise,Phishing,Unattributed,Unknown,False,,2024-04-14,2024-04-18,2024-04-23,4,Internal detection,,not_applicable,,not_applicable,0,,no,medium,True,synthetic (Faker),
SYN-00467,Data breach at Sanderson-Hall,Sanderson-Hall,private,Manufacturing,GB,Data breach,Phishing,Unattributed,Insider,False,,2024-03-13,2024-04-22,2024-04-25,40,Internal detection,5,donation_history|email|health|name|phone|postal_address|ssn_or_ni_number,287875,no,0,76684,yes,medium,True,synthetic (Faker),
SYN-01960,"Insider incident at Turner, Burgess and Perkins","Turner, Burgess and Perkins",private,Healthcare,US,Insider incident,Negligent insider,Unattributed,Insider,False,,2024-01-01,2024-04-22,2024-05-05,112,Security vendor / MDR,127150,credit_card|email|health|internal_email|name|phone|postal_address|ssn_or_ni_number,,not_applicable,0,16673880,yes,medium,True,synthetic (Faker),
SYN-01130,Ransomware at Refuge Support,Refuge Support,nonprofit,Charity/Nonprofit,GB,Ransomware,Compromised credentials,RustVulture,Ransomware crew,False,,2024-04-14,2024-04-25,2024-05-13,11,Security vendor / MDR,2954998,donation_history|email|name,1652891,undisclosed,29,208753811,yes,high,True,synthetic (Faker),
SYN-01688,Ransomware at Hughes-Barlow,Hughes-Barlow,vendor,Cloud/SaaS,FR,Ransomware,Exposed RDP/VPN,VelvetSiphon,Ransomware crew,False,,2024-04-23,2024-04-25,2024-04-30,2,Third-party notification,1956166,email|phone|postal_address|safeguarding_notes,1446863,no,23,251512147,no,high,True,synthetic (Faker),
SYN-00049,Data breach at Rodneymouth Authority,Rodneymouth Authority,public,Education,US,Data breach,Misconfigured cloud storage,Unattributed,Unknown,False,,2024-04-23,2024-04-27,2024-04-29,4,Third-party notification,9033,passport|phone,,not_applicable,0,1826706,yes,low,True,synthetic (Faker),
SYN-00252,Unauthorised access at John Group,John Group,private,Financial services,DE,Unauthorised access,MFA fatigue,PaleHydra,Ransomware crew,False,,2024-03-08,2024-04-27,2024-05-01,50,Customer report,2966037,name|phone|safeguarding_notes,,not_applicable,2,,yes,high,True,synthetic (Faker),
SYN-01657,Unauthorised access at New Neilstad District Board,New Neilstad District Board,public,Education,GB,Unauthorised access,Compromised credentials,IronMagpie,Ransomware crew,False,,2024-04-23,2024-04-27,2024-05-02,4,Routine audit,64502,email|health,,not_applicable,0,3348674,yes,medium,True,synthetic (Faker),
SYN-01659,Phishing campaign at Lee and Sons,Lee and Sons,private,Logistics,GB,Phishing campaign,Phishing,Unattributed,Insider,False,,2024-04-15,2024-04-27,2024-04-29,12,Third-party notification,590,credit_card|email|employment|health|name|phone|postal_address,,not_applicable,1,436646,no,medium,True,synthetic (Faker),
SYN-01817,Data breach at Hall Group,Hall Group,private,Retail,GB,Data breach,Compromised credentials,Unattributed,Unknown,False,,2024-04-18,2024-04-27,2024-05-04,9,Customer report,326488,date_of_birth|email|name|passport|phone|postal_address|ssn_or_ni_number,,not_applicable,0,33453803,yes,medium,True,synthetic (Faker),
SYN-00649,Ransomware at Johnson LLC,Johnson LLC,private,Hospitality,IE,Ransomware,Compromised credentials,DimStag,Ransomware crew,False,,2024-04-09,2024-04-28,2024-05-23,19,Security vendor / MDR,46747,email|name|passport|phone|postal_address,32598978,no,34,5190084,yes,high,True,synthetic (Faker),
SYN-01426,Ransomware at North Edward Authority,North Edward Authority,public,Education,GB,Ransomware,Phishing,SlateWarden,Ransomware crew,False,,2024-04-26,2024-04-28,2024-05-02,2,Third-party notification,15268,email|internal_email|name|passport|phone|postal_address|ssn_or_ni_number,6124628,no,8,2537057,yes,high,True,synthetic (Faker),
SYN-00285,Supply chain compromise at Richards-Singh,Richards-Singh,private,Healthcare,GB,Supply chain compromise,Third-party supplier access,Unattributed,Financially motivated,True,21,2023-11-29,2024-04-29,2024-05-11,152,Internal detection,441639,health|internal_email|name|postal_address,,not_applicable,0,60095196,yes,high,True,synthetic (Faker),
